18127103,23706799,373485471
12578439,18918130,373498067
8394850,14740619,373500473
5246115,11259950,373504451
3416921,9064854,373507718
2310947,7643860,373508377
1591466,6673115,373508094
1237792,6185645,373510729
1051842,5910930,373509854
1010484,5867801,373509910
1052367,5953406,373510280
1010483,5867814,373509908
1010483,5867830,373509909
1010483,5867828,373509907
