812219.000, 2017959.000, 1205740.000
812219.000, 2017959.000, 1205740.000
812219.000, 2017959.000, 1205740.000
812219.000, 2017959.000, 1205740.000
812219.000, 2017959.000, 1205740.000
812219.000, 2017959.000, 1205740.000
812219.000, 2017959.000, 1205740.000
812219.000, 2017959.000, 1205740.000
812219.000, 2017959.000, 1205740.000
812219.000, 2017959.000, 1205740.000
812219.000, 2017959.000, 1205740.000
812219.000, 2017959.000, 1205740.000
812219.000, 2017959.000, 1205740.000
812219.000, 2017959.000, 1205740.000
